Quote created at,Order created at,MinuteDiff between quote created and order created at,Order Created by,Origin of order,Global Business Partner No.,Global Business Partner Name,Customer Type,Segmentation,Business Unit,LOG_Price Type,LOG_Price Original Type,As-Is_Price Original Type,As-Is_Price Original Type Mechanism,XGRP Responsive,XGRP Level,Price Start RelMonth,Price Adjusted,Customer Name,Customer No.,Product Prices Exist,Avoid customer price profile,Avoid default sales prices,Sales Category,HIPO Evaluation,Sales Revenue Category,Sales Profit Category,Sales Profit Potential,System Price Profile Code,Customer Process Method Code,Brandtype,Cost changed Reasoncode,Order Cost Change Amount,Posting Week,Posting Month,Posting Year,Posting Date,Order Date,Campaign No.,Qty. Disc. Code,Item description,Source Profile,RelMonth,RelWeek,Requested Price,Item Group Name,GPPG,Document Type,GPPGName,Brand No.,BrandName,Item No.,Process Method Code,Sensitivity Cluster,Product type code,Product Group,Product Group Name,Created Date,Sales Price Responsible,As-Is_Sales Price Owner,Sales Price Track,LOG_Sales Price Owner,LOG_Calculated Code,Blocking,Document No.,Order No.,Qty,Line Discount Amount,Unit Price Last modified by,Price modified by Name,Salesperson Name,Original Unit Price,Price Adjusted_log,Sales Cost (DKK),Order Cost Change Amount (DKK),[Discount (DKK)],Discount (LCY),[requested price (DKK)],Original Turnover (DKK),Turnover (LCY),Turnover (DKK),FinCost (LCY),FinCost (DKK),Fin.Profit (LCY),Fin. Profit DKK,Sales Profit (LCY),Sales Profit (DKK),Top 200
2026-02-26 12:18:35.267,2026-02-26 12:19:37.457,1.0,psa-de,,,,2,1,DE,Adjusted,Customer,Customer,Profit %,No,No,0-3M,From Bid,Jacob Elektronik GmbH,22218,Yes,0,0,A,Yes,A,,,20251229.1,,0,GR-COUNTRY,0.0,202609,202602,2026,2026-02-27,2026-02-26,,,UniFi Switch Lite 8 PoE,AHO&PSA,-1,-3,0.0,8-> port,16000,Invoice,Network,45790,Ubiquiti,W125835463,,0,,300,Network products,2020-09-02,PRICE TRACKER,PRICING TEAM,PRICE TRACKER,PRICING TEAM,AHO&PSA,,3854077,2753488.0,100,0,psa-de,Paarthiban Sathianathan,Paarthiban Sathianathan,86.5,From Bid,59160.920599,0.0,3362.264999,450.0,0.0,64630.204999,8200.0,61267.94,-7918.0,-59160.920599,282.0,2107.019399,282.0,2107.0194,0
,,,,,,,2,1,DE,Customer,Customer,Customer,Profit %,No,No,0-3M,,Jacob Elektronik GmbH,22218,Yes,0,0,A,Yes,A,,,20251229.1,,0,,0.0,202604,202601,2026,2026-01-21,2026-01-21,,,UniFi Switch Lite 8 PoE,AHO&PSA,-2,-8,0.0,8-> port,16000,Invoice,Network,45790,Ubiquiti,W125835463,,0,,300,Network products,2020-09-02,PRICE TRACKER,PRICING TEAM,PRICE TRACKER,PRICING TEAM,AHO&PSA,,3842153,,1,0,,,Paarthiban Sathianathan,87.44,,620.707347,0.0,0.0,,0.0,653.360424,87.44,653.360424,-82.81,-618.764601,4.63,34.595823,4.37,32.653077,0
2026-01-30 07:44:22.840,2026-01-30 07:47:15.807,3.0,SVC_OUT,XML,,,2,1,DE,Customer,Customer,Customer,Profit %,No,No,0-3M,,Jacob Elektronik GmbH,22218,Yes,0,0,A,Yes,A,,,20251229.1,,0,,0.0,202605,202601,2026,2026-01-30,2026-01-30,,,1U rack-mount accessory that ,AHO&PSA,-2,-7,53.29,UPS Accessories,16000,Invoice,Network,45790,Ubiquiti,W129009661,,0,,300,Network products,2025-01-09,PRICE TRACKER,PRICING TEAM,PRICE TRACKER,PRICING TEAM,AHO&PSA,,3845517,2745232.0,1,0,,,Paarthiban Sathianathan,53.29,,378.145343,0.0,0.0,,398.012351,398.012351,53.29,398.012352,-50.5,-377.174399,2.79,20.837951,2.66,19.867008,0
2026-01-19 11:53:18.673,2026-01-19 11:54:36.047,1.0,psa-de,,,,2,1,DE,Adjusted,Customer,Customer,Profit %,No,No,0-3M,Manually,Jacob Elektronik GmbH,22218,Yes,0,0,A,Yes,A,,,20251229.1,,0,,0.0,202604,202601,2026,2026-01-19,2026-01-19,,,Ultra-thin braided shielded ,AHO&PSA,-2,-8,0.0,Accessories,16000,Invoice,Network,45790,Ubiquiti,W129012593,,0,,300,Network products,2025-01-14,PRICE TRACKER,PRICING TEAM,PRICE TRACKER,PRICING TEAM,AHO&PSA,,3841508,2741404.0,2,0,psa-de,Paarthiban Sathianathan,Paarthiban Sathianathan,5.45,Manually,77.336235,0.0,0.448326,0.06,0.0,81.44589,10.84,80.997564,-10.32,-77.112072,0.52,3.885492,0.49,3.661329,0
2026-01-11 11:24:21.883,2026-01-11 11:29:24.680,5.0,SVC_OUT,XML,,,2,1,DE,Customer,Customer,Customer,Profit %,No,No,0-3M,,Jacob Elektronik GmbH,22218,Yes,0,0,A,Yes,A,,,20251229.1,,0,,0.0,202603,202601,2026,2026-01-12,2026-01-11,,,Ultra-thin braided shielded ,AHO&PSA,-2,-9,5.38,Accessories,16000,Invoice,Network,45790,Ubiquiti,W129012593,,0,,300,Network products,2025-01-14,PRICE TRACKER,PRICING TEAM,PRICE TRACKER,PRICING TEAM,AHO&PSA,,3839384,2739194.0,10,0,,,Paarthiban Sathianathan,5.38,,382.043359,0.0,0.0,,40.199359,401.993599,53.8,401.9936,-51.3,-383.313599,2.5,18.679999,2.67,19.95024,0
2026-01-27 15:24:23.037,2026-01-27 15:24:34.557,0.0,SVC_OUT,XML,,,2,1,DE,Customer,Customer,Customer,Profit %,No,No,0-3M,,Jacob Elektronik GmbH,22218,Yes,0,0,A,Yes,A,,,20251229.1,,0,,0.0,202605,202601,2026,2026-01-27,2026-01-27,,,"PoE+ Adapter (30W), 48V DC ",AHO&PSA,-2,-7,11.63,"PoE Inject., Splitt. & Conv.",16000,Invoice,Network,45790,Ubiquiti,W129018986,,0,,300,Network products,2025-01-31,PRICE TRACKER,PRICING TEAM,PRICE TRACKER,PRICING TEAM,AHO&PSA,,3844183,2744170.0,1,0,,,Paarthiban Sathianathan,11.63,,82.530239,0.0,0.0,,86.862143,86.862143,11.63,86.862144,-11.02,-82.306175,0.61,4.555967,0.58,4.331904,0
2026-01-29 11:51:51.617,2026-01-29 11:52:07.920,1.0,SVC_OUT,XML,,,2,1,DE,Customer,Customer,Customer,Profit %,No,No,0-3M,,Jacob Elektronik GmbH,22218,Yes,0,0,A,Yes,A,,,20251229.1,,0,,0.0,202605,202601,2026,2026-01-29,2026-01-29,,,Direct attach cable with auto ,AHO&PSA,-2,-7,22.29,Accessories,16000,Invoice,Network,45790,Ubiquiti,W128955366,,0,,300,Network products,2024-10-22,PRICE TRACKER,PRICING TEAM,PRICE TRACKER,PRICING TEAM,AHO&PSA,,3845061,2744943.0,2,0,,,Paarthiban Sathianathan,22.29,,316.303679,0.0,0.0,,166.479551,332.959103,44.58,332.959104,-42.24,-315.482111,2.34,17.476991,2.23,16.655424,0
2026-01-01 20:08:41.427,2026-01-01 20:08:47.143,0.0,SVC_OUT,XML,,,2,1,DE,Customer,Customer,Customer,Profit %,No,No,0-3M,,Jacob Elektronik GmbH,22218,Yes,0,0,A,Yes,A,,,20251229.1,,0,,0.0,202602,202601,2026,2026-01-06,2026-01-01,,,Fail-safe magnetic lock for ,AHO&PSA,-2,-10,115.63,Wall Mounted,12000,Invoice,Surveillance & Security,45790,Ubiquiti,W128884725,,0,,250,Surveillance,2024-05-17,PRICE TRACKER,PRICING TEAM,PRICE TRACKER,PRICING TEAM,AHO&PSA,,3837990,2737468.0,1,0,,,Paarthiban Sathianathan,115.63,,820.381061,0.0,0.0,,863.625839,863.625839,115.63,863.625839,-109.57,-818.364466,6.06,45.261373,5.79,43.244777,0
2026-01-28 13:43:16.950,2026-01-28 13:45:27.853,2.0,SVC_OUT,XML,,,2,1,DE,Customer,Customer,Customer,Profit %,No,No,0-3M,,Jacob Elektronik GmbH,22218,Yes,0,0,A,Yes,A,,,20251229.1,,0,,0.0,202605,202601,2026,2026-01-28,2026-01-28,,,Toolless Quick-Mounts for,AHO&PSA,-2,-7,15.5,CPE,16000,Invoice,Network,45790,Ubiquiti,W125824979,,0,,300,Network products,2020-08-17,PRICE TRACKER,PRICING TEAM,PRICE TRACKER,PRICING TEAM,AHO&PSA,,3844613,2744528.0,4,0,,,Paarthiban Sathianathan,15.5,,439.987007,0.0,0.0,,115.766399,463.065599,62.0,463.0656,-58.76,-438.866687,3.24,24.198911,3.09,23.078592,0
2026-01-26 15:32:23.963,2026-01-26 15:37:17.410,5.0,SVC_OUT,XML,,,2,1,DE,Customer,Customer,Customer,Profit %,No,No,0-3M,,Jacob Elektronik GmbH,22218,Yes,0,0,A,Yes,A,,,20251229.1,,0,,0.0,202605,202601,2026,2026-01-26,2026-01-26,,,UniFi Switch Flex,AHO&PSA,-2,-7,79.45,4-> port,16000,Invoice,Network,45790,Ubiquiti,USW-FLEX,,0,,300,Network products,2019-08-06,PRICE TRACKER,PRICING TEAM,PRICE TRACKER,PRICING TEAM,AHO&PSA,,3843727,2743747.0,1,0,,,Paarthiban Sathianathan,79.45,,563.745023,0.0,0.0,,593.396159,593.396159,79.45,593.39616,-75.29,-562.325951,4.16,31.070207,3.97,29.651136,0
2026-02-02 13:46:23.310,2026-02-02 13:49:53.357,3.0,SVC_OUT,XML,,,2,1,DE,Customer,Customer,Customer,Profit %,No,No,0-3M,,Jacob Elektronik GmbH,22218,Yes,0,0,A,Yes,A,,,20251229.1,,0,,0.0,202606,202602,2026,2026-02-02,2026-02-02,,,UniFi Switch Flex,AHO&PSA,-1,-6,78.24,4-> port,16000,Invoice,Network,45790,Ubiquiti,USW-FLEX,,0,,300,Network products,2019-08-06,PRICE TRACKER,PRICING TEAM,PRICE TRACKER,PRICING TEAM,AHO&PSA,,3846052,2745913.0,1,0,,,Paarthiban Sathianathan,78.24,,555.053578,0.0,0.0,,584.251204,584.251204,78.24,584.251204,-74.14,-553.634768,4.1,30.616435,3.91,29.197625,0
2026-02-02 13:46:22.667,2026-02-02 13:49:49.817,3.0,SVC_OUT,XML,,,2,1,DE,Customer,Customer,Customer,Profit %,No,No,0-3M,,Jacob Elektronik GmbH,22218,Yes,0,0,A,Yes,A,,,20251229.1,,0,,0.0,202606,202602,2026,2026-02-02,2026-02-02,,,UniFi Switch Flex,AHO&PSA,-1,-6,78.24,4-> port,16000,Invoice,Network,45790,Ubiquiti,USW-FLEX,,0,,300,Network products,2019-08-06,PRICE TRACKER,PRICING TEAM,PRICE TRACKER,PRICING TEAM,AHO&PSA,,3846050,2745911.0,1,0,,,Paarthiban Sathianathan,78.24,,555.053578,0.0,0.0,,584.251204,584.251204,78.24,584.251204,-74.14,-553.634768,4.1,30.616435,3.91,29.197625,0
2026-02-02 16:55:35.310,2026-02-02 17:00:25.727,5.0,SVC_OUT,XML,,,2,1,DE,Customer,Customer,Customer,Profit %,No,No,0-3M,,Jacob Elektronik GmbH,22218,Yes,0,0,A,Yes,A,,,20251229.1,,0,,0.0,202606,202602,2026,2026-02-03,2026-02-02,,,UniFi Switch Flex,AHO&PSA,-1,-6,78.24,4-> port,16000,Invoice,Network,45790,Ubiquiti,USW-FLEX,,0,,300,Network products,2019-08-06,PRICE TRACKER,PRICING TEAM,PRICE TRACKER,PRICING TEAM,AHO&PSA,,3846393,2746087.0,1,0,,,Paarthiban Sathianathan,78.24,,555.053578,0.0,0.0,,584.251204,584.251204,78.24,584.251204,-74.14,-553.634768,4.1,30.616435,3.91,29.197625,0
2026-03-12 12:12:19.810,2026-03-12 12:16:05.040,4.0,psa-de,,,,2,1,DE,Adjusted,Customer,Customer,Profit %,No,No,0-3M,From Bid,Jacob Elektronik GmbH,22218,Yes,0,0,A,Yes,A,,,20251229.1,,0,GR-COUNTRY,0.0,202611,202603,2026,2026-03-12,2026-03-12,,,UniFi Switch Flex,AHO&PSA,0,-1,0.0,4-> port,16000,Invoice,Network,45790,Ubiquiti,USW-FLEX,,0,,300,Network products,2019-08-06,PRICE TRACKER,PRICING TEAM,PRICE TRACKER,PRICING TEAM,AHO&PSA,,3858129,2757884.0,40,0,psa-de,Paarthiban Sathianathan,Paarthiban Sathianathan,79.0,From Bid,21685.571839,0.0,1195.455999,160.0,0.0,23610.255999,3000.0,22414.8,-2902.4,-21685.571839,97.6,729.228159,97.6,729.22816,0
2026-01-21 14:43:51.450,2026-01-21 14:44:13.817,1.0,SVC_OUT,WEB,,,1,0,DE,Product,Product,Product,Profit %,No,No,0-3M,,itdk.biz,26004,Yes,0,0,C,,C,,,,4_CD_CUST,0,,0.0,202604,202601,2026,2026-01-21,2026-01-21,,,UniFi Ethernet Patch Cable,,-2,-8,1.91,Accessories,16000,Invoice,Network,45790,Ubiquiti,W126203907,,0,,300,Network products,2021-06-29,PRICE TRACKER,PRICING TEAM,PRICE TRACKER,PRICING TEAM,C,,3842465,2742371.0,16,0,,,Sebastian Wulf,1.91,,203.764167,0.0,0.0,,14.271711,228.347376,30.56,228.347376,-27.2,-203.24112,3.36,25.106256,3.29,24.583209,0
2026-01-21 14:43:51.450,2026-01-21 14:44:13.817,1.0,SVC_OUT,WEB,,,1,0,DE,Product,Product,Product,Profit %,No,No,0-3M,,itdk.biz,26004,Yes,0,0,C,,C,,,,4_CD_CUST,0,,0.0,202604,202601,2026,2026-01-21,2026-01-21,,,UniFi Ethernet Patch Cable,,-2,-8,1.66,Accessories,16000,Invoice,Network,45790,Ubiquiti,W126203901,,0,,300,Network products,2021-06-29,PRICE TRACKER,PRICING TEAM,PRICE TRACKER,PRICING TEAM,C,,3842465,2742371.0,16,0,,,Sebastian Wulf,1.66,,176.192118,0.0,0.0,,12.403686,198.458976,26.56,198.458976,-23.52,-175.743792,3.04,22.715184,2.98,22.266858,0
2026-01-21 14:43:51.450,2026-01-21 14:44:13.817,1.0,SVC_OUT,WEB,,,1,0,DE,Product,Product,Product,Profit %,No,No,0-3M,,itdk.biz,26004,Yes,0,0,C,,C,,,,4_CD_CUST,0,,0.0,202604,202601,2026,2026-01-21,2026-01-21,,,"A compact, 8-port, Layer 2 ",,-2,-8,112.05,8-> port,16000,Invoice,Network,45790,Ubiquiti,W128792509,,0,,300,Network products,2024-02-22,PRICE TRACKER,PRICING TEAM,PRICE TRACKER,PRICING TEAM,C,,3842465,2742371.0,1,0,,,Sebastian Wulf,112.05,,772.390977,0.0,0.0,,837.248805,837.248805,112.05,837.248805,-103.11,-770.448231,8.94,66.800574,8.68,64.857828,0
2026-02-05 23:15:22.283,2026-02-06 09:34:16.913,619.0,fst-de,WEB,,,1,0,DE,System Profile,System Profile,System Profile,Profit %,No,No,OLDER,,Lippelt GmbH & Co. KG,27869,Yes,0,0,C,,C,,,20240603.1,,0,,0.0,202607,202602,2026,2026-02-12,2026-02-06,,,UniFi Switch Lite 8 PoE,,-1,-5,87.1,8-> port,16000,Invoice,Network,45790,Ubiquiti,W125835463,,0,,300,Network products,2020-09-02,PRICE TRACKER,PRICING TEAM,PRICE TRACKER,PRICING TEAM,20240603.1,,3849702,2747416.0,2,0,,,Franz Stuempfig,87.1,,1218.110529,0.0,0.0,,650.306019,1300.612039,174.2,1300.61204,-162.74,-1215.049387,11.46,85.562651,11.05,82.50151,0
2026-02-05 23:15:22.283,2026-02-06 09:34:16.913,619.0,fst-de,WEB,,,1,0,DE,System Profile,System Profile,System Profile,Profit %,No,No,OLDER,,Lippelt GmbH & Co. KG,27869,Yes,0,0,C,,C,,,20240603.1,,0,,0.0,202607,202602,2026,2026-02-12,2026-02-06,,,"Camera Ultra-compact, ",,-1,-5,66.89,Day & Night,12000,Invoice,Surveillance & Security,45790,Ubiquiti,W128853810,,0,,250,Surveillance,2024-03-22,PRICE TRACKER,PRICING TEAM,PRICE TRACKER,PRICING TEAM,20240603.1,,3849702,2747416.0,4,0,,,Franz Stuempfig,66.89,,1882.303681,0.0,0.0,,499.414117,1997.656471,267.56,1997.656472,-251.48,-1877.599975,16.08,120.056495,15.45,115.35279,0
2026-02-19 16:51:10.847,2026-02-19 17:07:58.847,16.0,fst-de,WEB,,,1,0,DE,Product,Product,System Profile,Profit %,No,No,OLDER,,Discotec Veranstaltungstechnik,27918,Yes,0,0,C,,C,,,20240603.1,,0,GR-COUNTRY,0.0,202609,202602,2026,2026-02-23,2026-02-19,,,2U rack-mount NAS with (7) ,,-1,-3,399.44,5-8 bays,16000,Invoice,Network,45790,Ubiquiti,W128977914,,0,,300,Network products,2024-10-30,PRICE TRACKER,PRICING TEAM,PRICE TRACKER,PRICING TEAM,A,,3852473,2751548.0,1,0,,,,399.44,,2713.646722,0.0,0.0,,2984.495847,2984.495847,399.44,2984.495848,-363.19,-2713.646722,36.25,270.849124,36.25,270.849125,0
2026-01-26 18:56:47.277,2026-01-27 09:05:48.960,849.0,psa-de,XML,,,2,1,DE,Customer,Customer,Customer,Profit %,No,No,0-3M,,Jacob Elektronik GmbH,22218,Yes,0,0,A,Yes,A,,,20251229.1,,0,,0.0,202605,202601,2026,2026-01-27,2026-01-27,,,G4 Instant Cube IP security,AHO&PSA,-2,-7,87.21,Day & Night,16000,Invoice,Network,45790,Ubiquiti,W127110659,,0,,300,Network products,2022-10-03,PRICE TRACKER,PRICING TEAM,PRICE TRACKER,PRICING TEAM,AHO&PSA,,3844119,2743871.0,3,0,,,Paarthiban Sathianathan,87.21,,1856.295551,0.0,0.0,,651.354047,1954.062143,261.63,1954.062144,-247.92,-1851.664895,13.71,102.397247,13.09,97.766592,0
2026-01-24 17:08:45.543,2026-01-25 21:07:42.193,1679.0,psa-de,XML,,,2,1,DE,Customer,Customer,Customer,Profit %,No,No,0-3M,,Jacob Elektronik GmbH,22218,Yes,0,0,A,Yes,A,,,20251229.1,,0,,0.0,202605,202601,2026,2026-01-26,2026-01-25,,,G4 Instant Cube IP security,AHO&PSA,-2,-7,87.44,Day & Night,16000,Invoice,Network,45790,Ubiquiti,W127110659,,0,,300,Network products,2022-10-03,PRICE TRACKER,PRICING TEAM,PRICE TRACKER,PRICING TEAM,AHO&PSA,,3843650,2743347.0,1,0,,,Paarthiban Sathianathan,87.44,,618.790079,0.0,0.0,,653.071871,653.071871,87.44,653.071872,-82.64,-617.221631,4.8,35.850239,4.59,34.281792,0
